,R_scalings,Nodes per layer,seed,sigmas,Resized,Test time,rhos,_step,_timestamp,Initial transient,_wandb,_runtime,Train time,Train length,densities,Total time,Test length,Total nodes,Error,sgmds,Layers,alphas
33,"[0.8038089321782779, 0.7383018801670267, 0.6238718152397186, 0.7730246063164948]","[2000, 2196, 2392, 2588]",544,"[0.610519590778336, 0.597737319327949, 1.0263211371187253, 1.3639549228624728]",14,35.427020672,"[0.5663682685631543, 0.5763133305251468, 0.9295263900767712, 1.0432911043171198]",1,1696837796.3646266,0,{'runtime': 320},321.56958055496216,274.010938173,60000,"[0.14469540975778517, 0.18781387675540293, 0.1650811476503735, 0.07264006877332571]",309.437997978,10000,9176,0.033,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",4,"[1, 1, 1, 1]"
34,"[0.7762102413389915, 1.0485657708365514, 0.6723073814562475, 1.3706459552210903, 0.9910012436269596]","[2000, 2196, 2392, 2588, 2784]",5900,"[0.7797680492110608, 0.8440019350479755, 0.9047438919260578, 1.4985126122986134, 0.9275844521110392]",14,44.606614443,"[1.260295270491521, 1.363441220115858, 0.8436119973277676, 1.2981126169450643, 0.9600646130684014]",1,1696837464.1668956,0,{'runtime': 410},411.620888710022,350.32081165,60000,"[0.03725810846405533, 0.0603733588896153, 0.0958677681787682, 0.029923555049309367, 0.04486839437688596]",394.927475235,10000,11960,0.0351,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",5,"[1, 1, 1, 1, 1]"
35,"[1.4718814028431388, 1.3577184857809694, 0.7207431383964914, 1.1068408476747185, 0.8336379085353774, 1.1629529990163758]","[2000, 2196, 2392, 2588, 2784, 2980]",6597,"[1.049261430923349, 0.6663026157810279, 1.3101184645616717, 0.9786585533225411, 1.414921303075831, 1.0754963943346891]",14,54.719380505,"[0.6943815350254915, 1.1114399886847697, 0.9447717178421596, 0.8048556142654356, 0.9502483871302058, 1.4970837499757157]",1,1696837041.7554069,0,{'runtime': 504},505.14125776290894,427.942307613,60000,"[0.05757360841601259, 0.15900437515883586, 0.06169268911711137, 0.07568774586656876, 0.05603664332166835, 0.12329981856006576]",482.661763349,10000,14940,0.0378,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",6,"[1, 1, 1, 1, 1, 1]"
36,"[1.3009208812554205, 0.7011184225540193, 0.7804832298906723, 1.121435433100504, 0.8508872931153078, 1.382786792515641, 1.2739286678383173]","[2000, 2196, 2392, 2588, 2784, 2980, 3176]",439,"[0.5082447407372944, 1.145304089093922, 1.404445465387706, 0.7445218302861074, 1.314036123615867, 0.8939234162308838, 1.3898264689220314]",14,64.994873364,"[1.3016040456300848, 0.6281757436121895, 0.7965627862724188, 0.7164413367936037, 0.6605142979518561, 0.6644885522338654, 1.1341227033113197]",1,1696836523.4359295,0,{'runtime': 601},602.1883015632629,507.092963097,60000,"[0.1025824651694144, 0.0913496483613774, 0.08707739090750123, 0.08178209315154293, 0.0335954591481624, 0.13825072280641498, 0.03579958571226326]",572.087875967,10000,18116,0.0341,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",7,"[1, 1, 1, 1, 1, 1, 1]"
37,"[0.7737151049228677, 1.2374491951919695, 0.5807801729547565, 1.3991405909241836, 1.0828626390928795, 1.0761856065394917, 0.5440114525413703, 1.3993633218413744]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372]",3239,"[0.8753445106071838, 0.5473577906386096, 1.0296848272343355, 1.0368687382182016, 1.3941155621622503, 0.9568237902824732, 0.7102226348204824, 1.4287998386557217]",14,75.808610847,"[1.339654980730503, 1.399757145784843, 0.6341382681870205, 1.4149900102157331, 0.8470019700401673, 0.8614169583493575, 0.6368297213201985, 0.7639241397099686]",1,1696835908.3534577,0,{'runtime': 703},705.4778604507446,590.299401979,60000,"[0.0792540106818607, 0.10874860277506188, 0.11737939826625986, 0.07246565629214297, 0.037530094437760904, 0.06214839603138219, 0.10527344439294456, 0.11304001141592994]",666.108061678,10000,21488,0.0361,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",8,"[1, 1, 1, 1, 1, 1, 1, 1]"
38,"[1.1345698646892837, 1.3599058819752718, 1.116600807056646, 1.1017976940642575, 1.267566910703226, 0.8253810694461948, 1.3629411525854866, 0.5421772040488475, 0.5822094073249504]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372, 3568]",1983,"[0.5769995848846224, 1.0506856555026267, 1.260006398813121, 1.2293024867082938, 1.0598593796398663, 0.8876971793939855, 0.652319032908724, 1.245883866369213, 0.5670980112219003]",14,87.746526461,"[1.3936546759110262, 1.2985682529879243, 0.7003333067917955, 1.4105828438949617, 0.8482018788909732, 0.5072480994068598, 0.6474319764378682, 0.5188163937200152, 1.3071686657019912]",1,1696835191.121336,0,{'runtime': 817},819.1818010807037,680.531693182,60000,"[0.07487358343968883, 0.13366965930829697, 0.159186410845846, 0.19430748664294611, 0.09383657827014266, 0.07558697813250453, 0.07686250962085835, 0.08360047420942605, 0.14733840497800493]",768.278288282,10000,25056,0.0336,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",9,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
39,"[0.7452291637368967, 0.6398052888146936, 1.1392665349649749, 0.682383100770627, 0.5420842733492603, 0.6049406413961222, 0.5979280385278403, 0.5817703628845431, 1.1698064528797034, 1.183565337860955]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372, 3568, 3764]",9270,"[0.6553559272241113, 1.3128558501444758, 0.931098273685582, 1.4451547895372905, 0.8714269638929815, 0.9483364483209836, 1.247317179192519, 1.003250586645224, 1.1096902143807512, 0.9350023231153706]",14,101.539003435,"[0.5206022215950179, 0.7026109126785214, 0.6334582609304419, 1.008338842510605, 1.010777493067826, 1.010763755617196, 0.5144447797478463, 0.9113496243032164, 0.7012156554384099, 0.6691598082902596]",1,1696834360.5970464,0,{'runtime': 975},975.820014476776,805.431325588,60000,"[0.050832080708621386, 0.18713650952808217, 0.07337011839837464, 0.055386354899468165, 0.0301678231605367, 0.09191766557623564, 0.199008765181784, 0.02128616168414697, 0.12407000712147416, 0.09746337376302278]",907.068543107,10000,28820,0.0347,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,1.3202028787398363,2000,3822,0.9962454630564804,14,7.775840568,1.2987298943074672,1,1696792615.6499648,0,{'runtime': 98},99.98445177078248,88.279610787,60000,0.1682372237035173,96.055493295,10000,2000,0.0336,['<PyCall.jlwrap tanh>'],1,1
41,"[0.875402944671339, 1.4780827015232871]","[2000, 2196]",8493,"[0.6911569428472504, 1.4450403837557615]",14,14.344325282,"[1.1672423132910807, 1.2096421752822943]",1,1696792511.3411243,0,{'runtime': 155},156.34225344657898,135.264452057,60000,"[0.16994491035947515, 0.10260621751462154]",149.608827183,10000,4196,0.0347,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",2,"[1, 1]"
42,"[0.8421101920383569, 1.0253069509426662, 1.3781887898836684]","[2000, 2196, 2392]",1768,"[1.4600479003773992, 1.0341246056234032, 1.2230735969869029]",14,21.99888408,"[1.3066739856902818, 0.8121717391606073, 1.02605368866652]",1,1696792350.7432542,0,{'runtime': 225},226.42840027809143,194.11216606,60000,"[0.16336300298233963, 0.11698484339990108, 0.09496589598216766]",216.111091628,10000,6588,0.0394,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",3,"[1, 1, 1]"
43,"[0.915785864780473, 0.5993477953995044, 1.0685865870359916, 1.3333290055813685]","[2000, 2196, 2392, 2588]",2438,"[0.5218744591519878, 1.2347210268755195, 0.8072286037962061, 1.2583492100825544]",14,34.186223415,"[1.42657600185473, 1.1825161126787265, 0.65420877368846, 1.1035100985464856]",1,1696792120.0653305,0,{'runtime': 320},321.47565960884094,271.316444199,60000,"[0.023803729949038906, 0.14236264810359067, 0.17145431781946496, 0.19315529362377468]",305.502711336,10000,9176,0.0307,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",4,"[1, 1, 1, 1]"
44,"[1.490418471886115, 0.8134385034803386, 0.6468363604257363, 1.1693797515347235, 1.074496604902039]","[2000, 2196, 2392, 2588, 2784]",6101,"[1.2702527984153744, 0.6667769732627588, 0.7707724462501033, 1.099477444083384, 1.0304333851169596]",14,43.358938301,"[0.8506451627017498, 1.275674687043473, 1.311808273519274, 0.5303606784543582, 1.0842051887656323]",1,1696791793.7938926,0,{'runtime': 409},410.2340307235718,346.347323891,60000,"[0.12336417080469685, 0.1826723681015542, 0.0936070580986946, 0.06517973169466387, 0.011944460457571403]",389.706377811,10000,11960,0.0372,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",5,"[1, 1, 1, 1, 1]"
45,"[1.2084120722478926, 0.5738726515888568, 0.5586583264132094, 0.5245859421812201, 0.5780474000865479, 0.5223199818106063]","[2000, 2196, 2392, 2588, 2784, 2980]",6513,"[0.9326019259806048, 0.9370316851432028, 1.0776914686413923, 1.2271038711873838, 1.27064649287222, 1.2946358110485]",14,53.642303153,"[1.134857509747079, 1.1406194279852797, 1.4829877423261977, 0.66461356249282, 1.0716899335070709, 1.2967933799938036]",1,1696791379.5527537,0,{'runtime': 503},504.7147226333618,423.861231088,60000,"[0.18888057288596805, 0.13059585122148337, 0.1802093260099262, 0.05091273646805616, 0.06473850420285343, 0.1915489462371837]",477.50357599,10000,14940,0.0359,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",6,"[1, 1, 1, 1, 1, 1]"
46,"[1.3027628308284838, 1.287170528142839, 1.1012575953095074, 1.441992985508675, 0.7295870320356558, 0.8989774222895349, 0.9091320492640704]","[2000, 2196, 2392, 2588, 2784, 2980, 3176]",8413,"[0.795016145312437, 1.2969425048639969, 1.4075666799802455, 0.915705454998871, 0.6662521965589077, 0.8939746769334292, 0.5803105575068579]",14,64.277843519,"[0.974344270143446, 0.9553931491388378, 0.6094309959997852, 0.8633904616958176, 0.587762184910981, 0.9563505122557924, 1.2878790820596624]",1,1696790870.964758,0,{'runtime': 601},602.867978811264,503.134167508,60000,"[0.05172383260009933, 0.07490796649612702, 0.16421512370659333, 0.03613694470504676, 0.031216336337241808, 0.19912649443151564, 0.08921617746694076]",567.412085697,10000,18116,0.0379,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",7,"[1, 1, 1, 1, 1, 1, 1]"
47,"[0.5336141473938835, 1.4252196526790626, 0.8963501342972473, 0.9944309986288192, 0.6476015031632734, 1.236681597581521, 0.5082530470586933, 1.0904814622120722]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372]",2290,"[1.473612937987455, 0.7990584254590538, 0.6847706417250159, 1.186194061171565, 0.9679617528671868, 1.2089728447064298, 0.8860860380307068, 1.4716001490761714]",14,75.269109222,"[0.9406045803143128, 0.7961091010503559, 0.8474239069647439, 1.4140355295083724, 0.789881883243783, 1.276580677800731, 0.6529696622008108, 0.8550926484618311]",1,1696790264.1280112,0,{'runtime': 760},761.8202152252197,636.099007257,60000,"[0.1426747592190049, 0.14587518417188886, 0.03440865953848008, 0.14184234520929376, 0.15442526318238753, 0.06640212225876352, 0.07938614552181782, 0.05740578531485162]",711.368188715,10000,21488,0.0367,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",8,"[1, 1, 1, 1, 1, 1, 1, 1]"
48,"[0.9847484321619894, 0.7258905905395406, 0.5832238488290451, 0.8053683581546959, 1.4384338674058548, 0.6660673119512254, 1.0907198550515989, 1.0495668251557757, 1.1018405181953903]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372, 3568]",9622,"[0.8445640713900052, 0.8630155829943331, 0.5198352286788946, 0.6273608067256554, 1.1069167953196275, 0.6525456515407632, 0.5956958096040801, 1.1126912805945823, 1.0386955134289622]",14,96.622529552,"[0.5403316798260882, 0.8904091732547385, 0.8459971696388966, 0.9889797169025304, 1.4200947164387858, 1.1441837101536232, 0.981296438224392, 0.5391451460277408, 1.471897424055561]",1,1696789498.2006009,0,{'runtime': 891},893.022029876709,733.091344184,60000,"[0.04426726049224758, 0.022211582130538376, 0.038712756712861306, 0.03147690051053322, 0.10156071291541686, 0.05864542508423476, 0.1105646168742147, 0.1105079433591632, 0.09939108313946572]",829.713914473,10000,25056,0.0376,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",9,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
49,"[0.8376538104863317, 0.784734684407245, 1.220181672247021, 0.8987667878792815, 1.0724642235906388, 1.0816902344428374, 1.3709200039684233, 1.1522983215502691, 1.0135596934901172, 0.9824111245211512]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372, 3568, 3764]",4539,"[1.4884590437117249, 0.5575216815429381, 0.5349401093137764, 1.3815544266108652, 0.7968363375380906, 1.0205201936609072, 1.3688971190024315, 1.2574243251258528, 1.4896579432018542, 1.467871130470813]",14,113.165233861,"[1.1562234272581828, 1.4204198007948947, 0.6449033413896845, 0.8451114224197216, 0.912176115404582, 1.366623386788328, 1.205702107761597, 0.9307352038279464, 1.25528179633312, 0.7674284620122005]",1,1696788595.3143013,0,{'runtime': 1061},1062.3195343017578,863.231613968,60000,"[0.049189207185761266, 0.10883407786093692, 0.19243240997309408, 0.019180550935821543, 0.029403522125355963, 0.1366089865780495, 0.16396190614935993, 0.09590326934337794, 0.18261957016131325, 0.19772152528317108]",976.559847413,10000,28820,0.042,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
50,0.6962662833525214,2000,2300,0.5155359382997073,14,9.16634751,1.329370818457726,1,1696534642.5953472,0,{'runtime': 108},109.52472305297852,95.260828703,60000,0.15468726033677946,104.427257036,10000,2000,0.0304,['<PyCall.jlwrap tanh>'],1,1
51,"[0.5893313609759169, 1.265816931459447]","[2000, 2196]",3883,"[1.1424956045601016, 1.3778764602770472]",14,19.127622552,"[1.4551309785855735, 0.6199095183716504]",1,1696534527.7711382,0,{'runtime': 191},192.79283118247983,162.908159405,60000,"[0.06519189547440006, 0.1909083856258837]",182.035839626,10000,4196,0.0345,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",2,"[1, 1]"
52,"[1.0674229348911772, 1.1753025561745605, 0.7572415497067299]","[2000, 2196, 2392]",8459,"[1.3597230100514477, 1.322384697323512, 0.6292890411737857]",14,29.227632828,"[1.3797238284539857, 0.6464096877821256, 1.0820451314985662]",1,1696534330.3280313,0,{'runtime': 278},279.4436511993408,232.393898393,60000,"[0.11015318138179796, 0.15980200628190586, 0.07947107908531063]",261.621600001,10000,6588,0.0392,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",3,"[1, 1, 1]"
53,"[1.4595188820634055, 1.485384655288934, 1.4071956529304677, 0.9348213414846912]","[2000, 2196, 2392, 2588]",6055,"[1.0499914585991084, 1.181415521647359, 1.161540926684121, 0.6955110855638449]",14,39.758664501,"[0.76729661576889, 0.9991976311938496, 1.131883502801605, 0.7892848194674723]",1,1696534045.608095,0,{'runtime': 372},373.8960168361664,307.06810995,60000,"[0.11118282226363951, 0.08003050303660034, 0.19505474240644372, 0.1858413028283464]",346.826835678,10000,9176,0.0368,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",4,"[1, 1, 1, 1]"
54,"[1.1283344435216331, 0.6589025672310128, 0.9565507446270644, 1.1862085446626065, 0.9466000967103776]","[2000, 2196, 2392, 2588, 2784]",2327,"[0.6784334744563361, 0.9361542817568412, 0.7971242215498664, 0.8620539833691734, 1.2097898080204277]",14,50.058807265,"[1.3473416781581045, 1.085010540903472, 0.9335448533141124, 1.416849189252611, 1.0107268950515365]",1,1696533665.1137574,0,{'runtime': 467},469.16008734703064,381.181902912,60000,"[0.04390176789765082, 0.06962978888822682, 0.1950888011219545, 0.10460102214986128, 0.028267364614518183]",431.240771022,10000,11960,0.035,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",5,"[1, 1, 1, 1, 1]"
55,"[1.2764321824869849, 0.8569649286869105, 1.2266150051885814, 1.0809107675825358, 1.0097867516139982, 0.5168150016319109]","[2000, 2196, 2392, 2588, 2784, 2980]",1906,"[0.6102415718912391, 0.5098007726809421, 0.7786458425228568, 0.8381519538829573, 0.5399351633387011, 1.4002287786387595]",14,60.958387237,"[1.3374210441501306, 0.5549052424605697, 0.6124367475972141, 0.563609262228743, 0.6401293289528034, 0.9163740933272664]",1,1696533191.3889782,0,{'runtime': 566},567.4587471485138,465.22532743,60000,"[0.11874629675552034, 0.021726090169036386, 0.02929537086276693, 0.05868790357114851, 0.05528819011898564, 0.04882154683658064]",526.183775703,10000,14940,0.0349,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",6,"[1, 1, 1, 1, 1, 1]"
56,"[0.6678448638684283, 1.1586807437446962, 0.5765143996339414, 0.6288646785596238, 0.6283343866384419, 0.7681302800617711, 1.1549867251570665]","[2000, 2196, 2392, 2588, 2784, 2980, 3176]",7085,"[0.877517571730901, 0.975659377148448, 0.6736492988946827, 1.0914058146172072, 0.7864355552296318, 1.113927683659484, 0.9368898394669416]",14,65.518951654,"[0.832739854684271, 1.142705946241526, 1.4255325502802558, 0.7494874276022097, 1.199613575327271, 1.2008880292793491, 1.3917506325047206]",1,1696532618.9552886,0,{'runtime': 602},603.6386115550995,503.112945012,60000,"[0.1573812817977622, 0.1118498313212135, 0.06488426982366219, 0.13333149544116818, 0.14118390553073162, 0.07192864583741274, 0.07742095433061047]",568.631942642,10000,18116,0.0371,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",7,"[1, 1, 1, 1, 1, 1, 1]"
57,"[0.5304615101903609, 0.9021223777094493, 0.6312595333257123, 0.9029921253038796, 1.4325027816291769, 1.1513603167581958, 0.9825374343255616, 0.8524038616983972]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372]",6626,"[0.718257132292773, 1.2806940771392998, 1.2266142992688769, 1.0980578904526204, 0.5392869759575655, 0.601137975299449, 0.9672144277980432, 1.487192641716001]",14,74.734555152,"[1.4225864887283135, 1.3691762842154958, 0.7553528150247781, 1.1236080374335764, 0.566826266597505, 1.0846360063224445, 1.1008616357701464, 1.3347330739145478]",1,1696532010.587499,0,{'runtime': 698},699.2813739776611,580.476800758,60000,"[0.05612905880675088, 0.10645182575448348, 0.1873422246100037, 0.05467310864570296, 0.13647736719492243, 0.09007228032650366, 0.15597750881002082, 0.052397855745947755]",655.211410924,10000,21488,0.0364,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",8,"[1, 1, 1, 1, 1, 1, 1, 1]"
58,"[0.9683996016020536, 1.110053716365913, 1.1032853263416007, 0.8174708024433496, 0.8805328189486414, 0.7530062787156151, 1.3198707740228717, 0.5703961474862304, 1.122474989188507]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372, 3568]",2390,"[1.1302244849707268, 0.915167356510298, 1.29333124067729, 1.1958613091547263, 1.4414765526534508, 1.1980582329165954, 1.3838128867774555, 1.2117627347101103, 1.1077492276096077]",14,88.286180874,"[0.9403126302007264, 1.3707961071671382, 0.5147505174015367, 1.3684049140157568, 1.2349977526075255, 1.2825774780191923, 0.740450322211561, 0.9390948152275972, 1.176753935187901]",1,1696531306.9383297,0,{'runtime': 824},825.7375094890594,682.825237678,60000,"[0.055067016507190245, 0.1407419736403726, 0.17421733167888742, 0.14081382839637108, 0.1858035835417549, 0.016820508700928605, 0.01054528136676137, 0.148777461513362, 0.1287820089581994]",771.111504836,10000,25056,0.038,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",9,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
59,"[0.5154489014114615, 1.158652589713386, 1.082263148965951, 1.1089880666877163, 1.390710458850927, 0.7863139775638591, 0.9848142980804327, 0.7311514586365381, 0.8990031687171115, 1.0498608797540498]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372, 3568, 3764]",3596,"[1.072150219624146, 1.204772999602287, 1.1231081837654562, 1.2815182908194, 0.5722905310285747, 1.4712015612385976, 0.5811527100387014, 1.094860482865044, 0.8268315606011258, 1.4525612712535048]",14,100.961850551,"[1.1799780427280335, 1.2003882846713467, 1.1939678495885306, 0.5034026740201587, 0.797286760145543, 1.3686189449766348, 0.951393565774131, 1.010289278404675, 1.4968125736970237, 1.1133378072046891]",1,1696530475.970148,0,{'runtime': 951},952.055281162262,779.528170719,60000,"[0.023126596950097004, 0.05271044918898042, 0.14458706191886425, 0.07529494881873058, 0.1729495900508096, 0.017720890918994266, 0.14367741897224512, 0.07738404839559151, 0.05433362636062762, 0.04915206552106158]",880.490093496,10000,28820,0.0391,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
60,0.9854739366855622,2000,6678,1.1897461071951096,14,7.632287749,1.0437836904584743,1,1696524957.3538246,0,{'runtime': 98},99.93049454689026,87.88108258,60000,0.17416626715684466,95.513442565,10000,2000,0.0349,['<PyCall.jlwrap tanh>'],1,1
61,"[0.9120354533097422, 0.7909090291265629]","[2000, 2196]",7171,"[1.2551329168533565, 1.4340117116375874]",14,14.486350745,"[1.2298714208531225, 1.137073690089624]",1,1696524852.916114,0,{'runtime': 154},156.05033087730408,134.361542682,60000,"[0.09487941876687778, 0.014348220113969627]",148.847946376,10000,4196,0.0361,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",2,"[1, 1]"
62,"[0.8811931472741817, 1.0524812168097848, 1.384611185364852]","[2000, 2196, 2392]",5250,"[1.154347249415479, 0.8609675886680282, 0.9544813921451492]",14,21.660211799,"[1.2420750544068642, 0.8834464068269404, 0.9921218631554]",1,1696524692.5253792,0,{'runtime': 222},223.23577308654785,192.278427734,60000,"[0.0889311910521488, 0.11459241911007063, 0.08197285925579645]",213.938681322,10000,6588,0.0381,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",3,"[1, 1, 1]"
63,"[1.4741569395646774, 1.2217650426690725, 1.2257299852251906, 0.946541328668293]","[2000, 2196, 2392, 2588]",2056,"[1.0115861109351505, 1.1836290833481191, 1.0016711771901925, 0.922824573661425]",14,32.642657592,"[1.4183587232300048, 1.1012946507608574, 0.6396039157967137, 0.7486397319143169]",1,1696524459.802969,0,{'runtime': 317},318.81222200393677,272.297004541,60000,"[0.020310902625883944, 0.08838226524426782, 0.12428810329938604, 0.18690133508410192]",304.939714792,10000,9176,0.035,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",4,"[1, 1, 1, 1]"
64,"[0.8277346685329493, 1.4046290713484777, 1.2123999186880006, 1.158284645078955, 1.2098181543711486]","[2000, 2196, 2392, 2588, 2784]",2769,"[1.0611105433034682, 0.6955662885686418, 0.8449069327305231, 0.5531245187619129, 0.7284148310863149]",14,44.508347991,"[0.5079726717034735, 0.5182400508321096, 0.5753825854105802, 1.1349433387077943, 0.7273173930860246]",1,1696524136.376978,0,{'runtime': 411},413.2793400287628,347.334679656,60000,"[0.10908476296829084, 0.14149373175645596, 0.06456469210677052, 0.08041697551033866, 0.08261366737632056]",391.843068564,10000,11960,0.0349,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",5,"[1, 1, 1, 1, 1]"
