,Error,_runtime,Test time,densities,R_scalings,_timestamp,Train length,Nodes per layer,Initial transient,Layers,_wandb,Total time,Total nodes,_step,alphas,sigmas,Resized,rhos,seed,sgmds,Train time,Test length
100,0.0361,29.50160241127014,4.800273635,[0.11374075118651018],[1.326456909998016],1698240400.4238324,60000,[2000],2,1,{'runtime': 28},26.540584588,2000,1,[0.7],[1.2371741062041022],14,[1.038717572696215],3703,['tanh'],21.740261363,10000
101,0.0304,75.28372097015381,9.216036942,"[0.05207405789289002, 0.1258735793354596]","[1.0650926331979085, 1.4011436903210397]",1698240367.245326,60000,"[2000, 2000]",2,2,{'runtime': 74},71.173011925,4000,1,"[0.7, 0.7]","[1.2251075242657, 0.8521696436893631]",14,"[0.6863217370619471, 1.2084147267907863]",5114,"['tanh', 'tanh']",61.956924213,10000
102,0.03,123.06401324272156,12.657843426,"[0.05642414674801197, 0.15347343600412883, 0.09535856368704287]","[1.1432386019599772, 0.5765385633562385, 0.7997692272898442]",1698240288.7036805,60000,"[2000, 2000, 2000]",2,3,{'runtime': 121},117.59762836,6000,1,"[0.7, 0.7, 0.7]","[1.140083783088107, 1.0740834718024828, 0.7743076251372256]",14,"[0.915283467446304, 0.9651360518471318, 0.5738598848172338]",7650,"['tanh', 'tanh', 'tanh']",104.939731634,10000
103,0.0319,181.12049555778503,16.219950916,"[0.08652889962973062, 0.13255925382020228, 0.13885389679193955, 0.0310178506078475]","[1.381641625146632, 0.5787568233467593, 1.376647278150961, 0.7621029658392743]",1698240161.8387675,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},175.1114668,8000,1,"[0.7, 0.7, 0.7, 0.7]","[1.4832694418813266, 0.7721295547694305, 1.0644984979856682, 1.0673976266319758]",14,"[0.9051891673844158, 1.2307502574140243, 1.3950740568310038, 1.4290880512000863]",9122,"['tanh', 'tanh', 'tanh', 'tanh']",158.891473404,10000
104,0.0289,248.6698212623596,20.175204491,"[0.02938213905478714, 0.09206546015320176, 0.13525522699071618, 0.08308283597929136, 0.17886575814373315]","[1.0872760000135226, 1.2854907123521544, 0.7610315603689368, 0.6365719757737048, 1.2139894084289524]",1698239976.4912202,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.493634748,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[1.2898310444116756, 1.1204623330820311, 1.403734180347823, 0.9148874849504238, 1.1289481101881096]",14,"[0.592826906464771, 1.2925758266633518, 1.174972099670304, 0.9071086543738996, 0.7417276173110182]",1377,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.318377227,10000
105,0.0311,332.3359594345093,24.554912846,"[0.16377858263208847, 0.029532932599189765, 0.10280218860473544, 0.03587656044235195, 0.010330530436509475, 0.1849649859159079]","[1.1527526366206513, 0.9653161579759164, 1.418605928418536, 0.6991287205115785, 1.116639109785943, 0.615756513226366]",1698239724.152815,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 331},324.16432018,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.0095254952591448, 0.9875513672479171, 0.8058138445086881, 0.9260907758131972, 1.0119558498808665, 1.3125527627863511]",14,"[1.09551253529146, 0.8920647892978991, 1.1094082992971617, 1.4697883399128404, 1.1519224330504156, 0.6563071687760833]",2198,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",299.609348664,10000
106,0.0319,421.12559700012207,28.100460511,"[0.04302908192322757, 0.15561174859189056, 0.12244556058113198, 0.1776553344393646, 0.1430682678699408, 0.14997649782202643, 0.14401197752439443]","[1.4595891572624504, 1.41300017593462, 1.011778223265992, 1.499439772652422, 1.076983843911746, 1.4356745857994095, 1.0584431371109946]",1698239387.940773,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.899369247,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.128983143245447, 0.8501882884355186, 1.1945676024475256, 1.2838345528585036, 1.2279444064793146, 0.715934640434508, 0.7595518393363503]",14,"[0.5527522197387474, 0.864980542125595, 1.1948025458745235, 1.0469049344617218, 0.938178524045321, 0.6580767561945243, 0.8846442214634798]",3094,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.798850766,10000
107,0.0331,519.321409702301,32.193903969,"[0.062471504744788194, 0.14855393046667728, 0.14769770090624532, 0.15676186028337144, 0.10606409356998382, 0.11290886413930712, 0.13408532667813555, 0.16568324460847814]","[1.0159886928261268, 0.8454254047501101, 1.0373783040603008, 1.1619095198637748, 0.8327154042767422, 1.1982618199966155, 1.4795329355152416, 0.7394188142579478]",1698238963.1437578,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.24182686,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.3494891906537618, 1.490896267437294, 1.323985299863466, 1.0197228656885504, 1.0962899525935357, 0.8340445485020078, 0.6488177769963358, 0.7772927893432048]",14,"[0.5963434602054278, 1.1616236539630589, 0.6329958611433316, 0.664489169491142, 0.7456179394112235, 1.3268445021431343, 1.144664789800824, 1.1027268894839164]",1803,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.047872961,10000
108,0.0315,624.3634397983551,35.662782758,"[0.1765747376590403, 0.05557572427646054, 0.13623224063780315, 0.0327968285980741, 0.1617708607317369, 0.15890699167216665, 0.07456424911417169, 0.1410003783016981, 0.014132172924859436]","[0.8963820379105055, 1.324557676148438, 1.4085224064676332, 1.4288774078053978, 1.391146144801565, 1.0680827179470722, 1.486549356161071, 0.9553240470255362, 0.5934435254389318]",1698238438.3375237,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 623},613.177194196,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.1723987045686768, 0.6629646307087433, 1.100038105339281, 1.314157645841818, 1.2117551178569377, 0.6356842343000884, 0.6396347992036905, 0.9390715483932144, 0.6421308888406109]",14,"[0.8787011112646912, 1.324221910882224, 1.0874555255209977, 0.6936990110031126, 0.9334520981659192, 1.0481376943456018, 0.6941223017951891, 0.9759869681484346, 0.7763426624899076]",9420,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",577.514352948,10000
109,0.0324,30.200165271759033,4.780503098,[0.1081160817325191],[1.2445476753540328],1698237810.6421952,60000,[2000],2,1,{'runtime': 28},26.569566642,2000,1,[0.7],[0.8849107932615522],14,[0.7539289109609304],5101,['tanh'],21.789009444,10000
110,0.0286,76.34785532951355,9.419349983,"[0.09170934483710078, 0.16556586782884827]","[0.9701134066506032, 0.8239507619139423]",1698237776.9172814,60000,"[2000, 2000]",2,2,{'runtime': 75},72.253530719,4000,1,"[0.7, 0.7]","[0.7951643828808925, 1.0741169670775887]",14,"[0.5603895083769097, 1.4075016016500237]",6021,"['tanh', 'tanh']",62.834133156,10000
111,0.032,123.15171813964844,12.672854313,"[0.1811223896044445, 0.14360051620019382, 0.19423218695439456]","[1.428689383974424, 1.0459279998960227, 0.6878949563194778]",1698237696.849173,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.107615903,6000,1,"[0.7, 0.7, 0.7]","[1.3849877859180273, 0.9316865599008262, 1.038583769814742]",14,"[0.644909103438536, 1.3853364064697669, 1.1639552687329693]",5488,"['tanh', 'tanh', 'tanh']",105.43470962,10000
112,0.0263,180.94785928726196,16.099412719,"[0.14245407761316775, 0.04140871297455334, 0.06984202898544717, 0.16197837258666742]","[1.2555126942336337, 0.5769889624597192, 1.143227427035237, 1.4804538000658487]",1698237569.654045,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.966539907,8000,1,"[0.7, 0.7, 0.7, 0.7]","[0.6311674775451304, 0.596676563410564, 0.5023565472699619, 1.382993649088826]",14,"[0.8593605369844316, 1.2848769970478222, 0.590469155964684, 1.3504679589411095]",4554,"['tanh', 'tanh', 'tanh', 'tanh']",158.867076668,10000
113,0.0318,247.91663312911987,19.963265662,"[0.16814737120349957, 0.08344827749107993, 0.010923588712505075, 0.01820781125334247, 0.1260005002442911]","[0.7541222590109524, 1.2996632473613523, 0.7186895601317066, 1.1623290563170587, 1.0617608563507406]",1698237384.7496092,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 246},240.761757258,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.7905587560327159, 1.3382570822118454, 1.472991100927846, 0.9568250056056172, 1.1949699775630118]",14,"[1.385457057343097, 1.446769812443191, 1.2785129389635612, 0.5125108874204597, 0.5864221392779511]",1273,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",220.798442516,10000
114,0.0315,333.65273785591125,24.74285439,"[0.1437976487995248, 0.08320055538380498, 0.07404211863585367, 0.1028501395345798, 0.12776392407976372, 0.0387631822169166]","[1.365460541147464, 0.6060432189532021, 0.9024942018101446, 1.292556285806564, 0.6873482657806818, 0.7438606359520146]",1698237133.582238,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 332},325.563458443,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.472421521438101, 0.7527857294874506, 1.4999838075221428, 0.7448955725161769, 0.9155780026107166, 0.6611842344498998]",14,"[1.0390702043581816, 1.2037060580918202, 1.1498469091535195, 1.0431391846705749, 1.2860098220277527, 1.4158048185912753]",2153,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",300.820562393,10000
115,0.027,421.50721406936646,28.141937523,"[0.10779806656201424, 0.15079007301463207, 0.013157575073097585, 0.09880685790389712, 0.12241778022242582, 0.18071255577020776, 0.08439958380704313]","[0.6237631967059281, 0.5967411031722986, 0.6189180560353207, 0.7814713734124621, 0.6431458804476865, 1.0028520344458514, 0.5759893912605328]",1698236796.469145,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 420},412.371250117,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.7876841999100497, 0.7797931179557036, 0.79005161336556, 0.5117695495810919, 1.4210111833928725, 0.5034188277583428, 0.7670553079440451]",14,"[1.4617498728378575, 0.7216133339094623, 0.8764264260169116, 1.0014559977776276, 1.4961016667964857, 0.6368749636186917, 0.8724532817325085]",8081,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",384.229253674,10000
116,0.0342,519.8896050453186,32.172455583,"[0.1890458367369149, 0.06423654043340435, 0.05988175315805291, 0.10265902346668336, 0.06657338574029309, 0.16428924635176229, 0.017442411260673116, 0.1992402985457253]","[0.5806052271076644, 0.8486521621312482, 1.4429400635976222, 0.8608974071806731, 1.022146825404027, 0.9208074064771398, 1.2170182407927554, 1.203388077135511]",1698236371.07482,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.857273652,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.372805130501512, 1.0888935262785062, 1.2731798981204192, 0.5091781643129389, 0.5164356746819345, 0.7102848649060048, 0.8825288327773582, 0.8110636788133704]",14,"[0.6937195182365518, 1.2676720998193811, 1.149883639317924, 0.7661928711616443, 1.090598822889656, 0.770207733217994, 0.6727751386368941, 1.0019784818990316]",8857,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.684769719,10000
117,0.0288,624.3988213539124,35.675933135,"[0.07758018410520594, 0.0908639210473986, 0.0997509613970394, 0.1057048551343704, 0.024452452092711727, 0.16289116477901344, 0.0903784015245386, 0.08366743144202503, 0.02576273490061222]","[0.7410140746915711, 1.108736794915095, 1.2028753464299795, 1.2927562875766914, 1.4193415878838025, 1.1231616062234575, 0.6384177893536067, 1.3155180068079604, 0.7181489993383467]",1698235847.3994443,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 623},613.272426167,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.5758349740343945, 1.1053496644504597, 1.019303943746424, 0.6285116683485958, 0.8782316919403276, 0.8548702095456794, 0.7350706058293851, 1.191389330903349, 1.287366049380085]",14,"[1.2553059553104602, 0.6767998475777772, 0.5110532432175402, 1.16151417508705, 0.7803114267756797, 1.2871201836628514, 1.2173020091818725, 0.9399820098619208, 1.4518394082146275]",8507,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",577.596449852,10000
118,0.0351,29.69618272781372,4.772380739,[0.18295295901260616],[0.9209325024618914],1698235219.8893638,60000,[2000],2,1,{'runtime': 28},26.697497217,2000,1,[0.7],[1.4663816754721215],14,[1.030349211441973],970,['tanh'],21.925065638,10000
119,0.0321,75.46271252632141,9.38053874,"[0.1593832538134009, 0.10815648071791913]","[0.7653208734035125, 1.2978325984194443]",1698235186.8017695,60000,"[2000, 2000]",2,2,{'runtime': 74},71.349076271,4000,1,"[0.7, 0.7]","[1.4582019201838818, 0.8824071533596375]",14,"[0.8358447452443679, 0.6392592871649047]",5494,"['tanh', 'tanh']",61.968485301,10000
120,0.0323,123.17705273628236,12.58598787,"[0.17386863822996873, 0.1783963417679386, 0.01509504762049692]","[1.0215527229629622, 1.1317107236980366, 1.423064868760885]",1698235107.6752007,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.156041654,6000,1,"[0.7, 0.7, 0.7]","[1.125293224482658, 1.3812946222459512, 1.351045995438002]",14,"[0.775867010641432, 1.0865942396511552, 0.8024424105643253]",1607,"['tanh', 'tanh', 'tanh']",105.569999964,10000
121,0.032,180.63390684127808,16.238481322,"[0.024051739986599284, 0.1000764577311137, 0.1942882567437143, 0.06861733662052125]","[1.0733283518758707, 0.8018125153946933, 1.2737652609960333, 1.0776486152894142]",1698234981.212428,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.717145555,8000,1,"[0.7, 0.7, 0.7, 0.7]","[1.2707784357623495, 0.7569710289222947, 0.6179531216119684, 1.137214723291012]",14,"[1.3806046323489412, 0.7572108912817541, 0.9163332475945968, 1.241263098144867]",8138,"['tanh', 'tanh', 'tanh', 'tanh']",158.478614073,10000
122,0.0313,248.3466374874115,20.090022279,"[0.15336576890811224, 0.06265278296776391, 0.09142597648523394, 0.026857101235147465, 0.15540937570533828]","[0.5326914745525402, 1.3712552907659452, 0.6159254029264531, 1.22689937858196, 0.6662264089538767]",1698234797.0768204,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.046333325,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[1.193264644374589, 1.303549823813092, 1.3334400254177734, 0.8443863543793766, 1.121715862998839]",14,"[1.2868652177961746, 1.485842105011365, 0.8225200620714633, 1.1677467007075335, 1.328850945358015]",5589,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",220.956262016,10000
123,0.0288,332.2549698352814,24.712371197,"[0.031094061611613787, 0.07892194278257113, 0.1939634434184757, 0.03993600819956335, 0.1341271510534082, 0.15448339858151552]","[1.1300886537447954, 1.2971431428409874, 1.0055781337812268, 1.1798649554855976, 0.7428391782337279, 0.5834923343436565]",1698234545.0040529,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 331},324.104875952,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.9127196826285272, 0.8974458700876216, 0.6197324066137735, 0.6910560477878646, 0.6697031713716104, 1.4960581966881985]",14,"[0.7570327994914193, 0.8290321372437529, 1.3323884367573422, 0.8419589467623839, 0.729203081185057, 1.2547281989462318]",2403,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",299.392454485,10000
124,0.0351,420.60517740249634,28.084919163,"[0.011630648851282503, 0.08397573241005431, 0.04119456367497552, 0.06968971539730762, 0.07022162815804144, 0.04975324989043947, 0.01962546081808917]","[0.9488951611229514, 1.0636591622718408, 1.4264638475156757, 1.2933539650588166, 0.641220023592615, 0.8888067791190125, 1.140370773865163]",1698234209.4748435,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.596678784,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.44338161827466, 1.2521598565523362, 1.1803295017044937, 0.9250218210863028, 1.171184023972634, 1.0539387358461785, 0.6827409045424015]",14,"[0.5726934471323748, 1.3066623709755123, 0.8693770410248899, 1.1959976614600705, 1.0555725496684805, 0.7393614254253207, 1.4111619814075735]",5169,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.511711161,10000
125,0.032,520.4567801952362,32.112375995,"[0.08936877631693202, 0.013560926104992797, 0.14747846576277177, 0.14849527963235082, 0.05741596792784646, 0.16404849351704484, 0.1814734284947992, 0.078445081660937]","[0.5949798842867506, 0.650135870721447, 0.9409743772393696, 1.0904480228942215, 1.4077213687579042, 0.5518628844903454, 1.2659054309603035, 0.7768196401161384]",1698233785.4789882,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.433196604,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.7575707482303409, 1.3418114899040317, 1.0063148301050455, 0.907640293503922, 1.4122611341379738, 0.657284786995153, 1.3004946739076724, 1.426811569183382]",14,"[1.385941689633953, 1.0515182627345547, 0.6479023270431616, 0.845284973708707, 0.5911709798820736, 1.2023045227120326, 1.4178258472064569, 0.7940811142817876]",2665,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.320771629,10000
126,0.0321,624.0926339626312,35.571954816,"[0.1071661970318688, 0.14042607789976796, 0.1875383577940563, 0.18490656602296823, 0.11029824513837704, 0.17448146850052787, 0.18652505460649663, 0.13924187495251977, 0.07312837166813535]","[0.6823510308253264, 0.5131282919156089, 0.974103265192813, 1.2190832255489692, 1.058768236583337, 1.4008700517462604, 0.6826288538386862, 1.0076855715324815, 1.0592882350530792]",1698233260.902568,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.992929831,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.3257328663248231, 0.5212090682588534, 1.287385433899381, 1.4776849886130412, 1.4443828037901063, 1.0481845339961997, 1.0714006857721747, 1.0803223334527932, 0.6759187501202032]",14,"[0.9003631570651066, 0.5041054262765478, 1.208424001387079, 1.3535645949489794, 0.6432309716311356, 1.1251676006146885, 1.2048494642248075, 0.5108912112975258, 0.9984095468445674]",6470,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",577.420933965,10000
127,0.0308,29.859169960021973,4.886553468,[0.014668828527737088],[0.7525954153512364],1698232632.775687,60000,[2000],2,1,{'runtime': 28},26.920308825,2000,1,[0.7],[0.6241060792390489],14,[1.1870571399522896],2729,['tanh'],22.033703417,10000
128,0.0327,76.06907510757446,9.284948889,"[0.12658697321839427, 0.11945571292701328]","[0.6037034270827708, 1.4517070127720058]",1698232599.101401,60000,"[2000, 2000]",2,2,{'runtime': 74},71.938514959,4000,1,"[0.7, 0.7]","[1.3787289452960725, 1.4673212156286253]",14,"[0.9437326647141108, 1.021933040589269]",4748,"['tanh', 'tanh']",62.65351653,10000
129,0.0304,124.24880123138428,12.68663663,"[0.1717803109725635, 0.03319769122051559, 0.192695477061252]","[0.6527080934455911, 1.4043335633468836, 1.1797030483646695]",1698232519.6632905,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.672895225,6000,1,"[0.7, 0.7, 0.7]","[1.1621734261530383, 0.5587862899672175, 0.6525717175781821]",14,"[1.4905685937419506, 0.5076477817050512, 1.2826128604083868]",1487,"['tanh', 'tanh', 'tanh']",105.986205885,10000
130,0.0281,180.94808411598208,16.193632611,"[0.10928736087643136, 0.1661573037939669, 0.15572337091721472, 0.08855677147701124]","[1.2976357744190192, 1.03066314752861, 0.7014900824765108, 0.9996807826752844]",1698232391.541567,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.823889175,8000,1,"[0.7, 0.7, 0.7, 0.7]","[0.7145273245435669, 0.964951869931885, 0.5732695802136192, 1.2463346208652646]",14,"[0.939909013280554, 1.0357283389808525, 0.8508552187177113, 1.0486363072123912]",7960,"['tanh', 'tanh', 'tanh', 'tanh']",158.630205144,10000
131,0.0298,248.36743664741516,19.9715282,"[0.04792864562319042, 0.028307390557067737, 0.17666917945796998, 0.017991921549262282, 0.04111477601575096]","[1.2561625504220042, 1.28586379505017, 0.6368131764675161, 1.4425354734313984, 0.955427196456034]",1698232207.0165455,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.264989382,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.8558822323661771, 0.8755771242715163, 1.101134280095528, 1.1405464500687228, 0.9547775669926422]",14,"[1.119291838651558, 0.7733421392703892, 0.7568158696284334, 1.0091894803674912, 0.5915019250279302]",615,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.293408622,10000
132,0.0317,333.30113792419434,24.690324481,"[0.1727896581593869, 0.14840304081813246, 0.06374365581157211, 0.14753224502751217, 0.011727523185938796, 0.16822392440471573]","[0.6355934668135108, 1.436357679340865, 0.8785933320242559, 1.1013422928056895, 0.6923426633041089, 1.2290808517734295]",1698231955.079351,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 332},325.190477475,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.1044507319363954, 0.8556207013838942, 0.937723851060585, 0.6086732371626978, 0.6806403705597847, 0.5884264511459166]",14,"[1.1001707286687064, 0.9923873171489008, 1.292749450664496, 0.6041446383667338, 1.176315861398337, 1.0653855963004235]",1762,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",300.500099824,10000
133,0.0284,421.2174906730652,28.052933949,"[0.12212137762242044, 0.15772725497162748, 0.19028112819351825, 0.1810790283993669, 0.17077047553931426, 0.09762080840313128, 0.08049511081049478]","[1.1719901447572385, 0.7636345479201256, 0.9996747869013956, 1.0456839603947343, 0.9809481692234684, 1.1354788878518869, 1.0725352784959408]",1698231618.0073698,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 420},412.052769387,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.6528092122751875, 0.771364292907824, 0.9123148041953308, 0.7438527538309179, 1.1578456963980968, 1.266631000595922, 1.2552226155892208]",14,"[0.8862205997730284, 0.8201470438017856, 1.0884998663172698, 1.0715590376311177, 0.7282910626700106, 1.3123355487244286, 0.9078890497545954]",8776,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.999777148,10000
134,0.0308,519.0336828231812,32.122047204,"[0.06484238746255895, 0.0822336874213126, 0.04342441753897783, 0.14960272902464553, 0.1849338095481184, 0.03982140184917876, 0.16621202470314655, 0.042882301037816754]","[0.7873441480028462, 0.7683700781012287, 0.911435421386646, 1.3241593406987442, 0.7574295662644827, 0.7297178906484406, 1.3485945110939492, 1.09765201247385]",1698231192.9070618,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.151840207,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.831581010272519, 0.7454065341473749, 0.620405386994264, 0.7637709445979892, 1.0137892978372167, 1.2891475089154223, 0.7276259135570774, 0.5460939580467068]",14,"[1.260784957094093, 0.5942708652033687, 1.383540289318021, 0.7723643711943949, 1.0209735525944468, 0.5082334395282213, 0.8627584708868054, 0.7876319923793275]",1092,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.029742723,10000
135,0.0336,623.6051318645477,35.541168141,"[0.17416167668933744, 0.17491809343165643, 0.08154985644151895, 0.029789787302183804, 0.1863969174611688, 0.12904327209448188, 0.14847342966028887, 0.1650390679868432, 0.11508718010743084]","[0.6372979575631691, 1.3033638228634346, 0.7088679630739597, 1.2141458430570564, 0.9126126052386914, 1.1386993443324682, 1.2862534745613228, 1.3826212326186975, 1.0466919162353283]",1698230669.7566328,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.509116324,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.9313342316474024, 1.0669906402147782, 1.310215251540765, 1.178678429826968, 0.66267646117943, 1.1879127213988852, 1.3436682474825403, 1.288813517475234, 0.6950682644412337]",14,"[0.7446638861694277, 1.2091319967560643, 0.8593861612739655, 0.984170498782248, 1.1784893082851728, 0.9771372378473868, 0.611260728924195, 1.4504800442840298, 0.8666847145661486]",2931,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",576.967906783,10000
136,0.0363,29.936312437057495,4.943912737,[0.17883370003514723],[0.7369069193131423],1698230042.1294754,60000,[2000],2,1,{'runtime': 28},26.921525925,2000,1,[0.7],[1.4930787942543278],14,[1.4602310666853868],7133,['tanh'],21.977561918,10000
137,0.0303,75.93235301971436,9.266444832,"[0.1873264233214339, 0.12774673393891794]","[1.1546997539614452, 0.9062891715531682]",1698230008.259291,60000,"[2000, 2000]",2,2,{'runtime': 74},71.801255025,4000,1,"[0.7, 0.7]","[0.851819568022937, 0.595364159797131]",14,"[1.2650298525336925, 1.4822567506179427]",402,"['tanh', 'tanh']",62.534762453,10000
138,0.0303,123.1267638206482,12.850749289,"[0.13985395942127232, 0.06261288734308476, 0.020094183047906035]","[1.3543159053984373, 0.5161447423328318, 0.901848603730877]",1698229928.4794788,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.108048243,6000,1,"[0.7, 0.7, 0.7]","[1.1116692223082678, 1.2503635763755907, 0.5070518667791358]",14,"[1.1130092160446527, 0.7350777164039776, 1.3227353668311503]",5884,"['tanh', 'tanh', 'tanh']",105.257246744,10000
139,0.0293,180.6223874092102,16.195788201,"[0.10356302116301748, 0.07449055999239207, 0.1454808567022287, 0.019632851444670703]","[1.1882218779414857, 0.6116151578125479, 1.1077239204381653, 1.192745515364594]",1698229802.0046315,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.542777038,8000,1,"[0.7, 0.7, 0.7, 0.7]","[1.1522024385884777, 0.5921303963962452, 1.3941135210125433, 1.4803666318793218]",14,"[1.048795465825493, 1.360995203577323, 0.6729116161025944, 1.1683200297051552]",9791,"['tanh', 'tanh', 'tanh', 'tanh']",158.346938757,10000
140,0.0271,248.7467885017395,20.100556326,"[0.1239658838905688, 0.1735911959668703, 0.09354455645534848, 0.13187314698294422, 0.03672045168530185]","[1.0835577453419036, 0.7957119388349451, 0.5273502072309852, 0.6494072888431155, 1.1264186517828985]",1698229617.1300566,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.632484722,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.5684776377594335, 0.6399569886676569, 0.9046519222195258, 0.8251222752107805, 0.7135096520806591]",14,"[1.4915688501001974, 0.6189125397692377, 0.9762612620119866, 1.3427022228391412, 0.6428617565510244]",3946,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.531876966,10000
