,Error,_runtime,Test time,densities,R_scalings,_timestamp,Train length,Nodes per layer,Initial transient,Layers,_wandb,Total time,Total nodes,_step,alphas,sigmas,Resized,rhos,seed,sgmds,Train time,Test length
24,0.0265,332.64850521087646,24.758448058,"[0.11168106117694392, 0.044466924974127096, 0.03514638636364819, 0.07647493145802944, 0.1888395637657332, 0.0506689929547474]","[1.3704084965461028, 0.5613663895218711, 1.3147270695487452, 0.7785767412303151, 1.0145827295613232, 0.8141527030782161]",1698263015.0677202,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 331},324.545383708,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.5958622013405351, 0.828477468400703, 0.8410598780170164, 0.5182332076069605, 1.049740639592446, 1.3574073607511687]",14,"[0.7445447508845058, 0.7210864692867069, 0.5317420887944754, 1.31040520936605, 1.0157816877651706, 0.8130002708487032]",9291,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",299.78688036,10000
25,0.0298,420.6143834590912,28.014752236,"[0.099228803948382, 0.06839608221518956, 0.17541425747305509, 0.1629695819159772, 0.1585467461254776, 0.11667839087078134, 0.1455826399495482]","[0.8215926790100352, 0.7175631272083678, 0.6862288073187846, 1.4558772984862622, 1.3654038869430245, 1.249137576416924, 1.2191722795877389]",1698262679.2905524,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.380509515,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.9474496304456536, 1.2739992709798265, 1.4236552785246674, 1.237274980124368, 0.9865922533949388, 0.9337294178773864, 0.6779001180121983]",14,"[0.6525717238805422, 1.243188584797688, 0.6188844262575305, 0.9785399915347848, 0.6331557131342509, 1.3897387767133815, 1.3195448552051925]",1132,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.365714139,10000
26,0.0345,519.1869668960571,32.161154796,"[0.03340691999934556, 0.04301360633683205, 0.08509295105855375, 0.17240030895073633, 0.030453062003114543, 0.11706081754820184, 0.016769777062385357, 0.14296048821683197]","[0.8333688125459516, 0.8822071259189852, 0.5004800238288943, 1.061068228547334, 1.1038003144934412, 0.9507838040179556, 1.3266076895021466, 1.2270442764259446]",1698262254.986868,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.218435174,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.253038964470654, 0.6825428942598574, 0.8942187434680644, 0.5396300837576375, 1.4418584376103876, 0.9295941820104436, 1.2966305491226604, 1.3778250271461636]",14,"[0.9110294370398004, 1.0761410321441836, 1.3671897434225255, 0.7271848722139214, 1.4613279256822471, 1.355726816215051, 0.8195609554431771, 1.4656075282158356]",4459,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.057230468,10000
27,0.0317,624.2118937969208,35.699882701,"[0.1789945435253254, 0.14838125457930842, 0.06181356941635007, 0.09180125328439792, 0.14559213166432056, 0.017531182646161117, 0.09798909767088074, 0.1473990096385915, 0.010046678309612096]","[1.3579708937106043, 0.6154687839977935, 0.8603345587450889, 0.7997846026593062, 1.081115729465381, 1.4037200521268427, 0.5478822191273991, 1.310446959433852, 1.4559782368543364]",1698261731.899948,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 623},613.070639246,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.0243587527605482, 0.5559413275721126, 0.5460058261419386, 1.1494385799626683, 0.6634518829371289, 1.3996706645382069, 0.5853507241390318, 1.132148438539769, 1.2380196501514673]",14,"[0.645958363895898, 1.165191648694221, 0.5297797672312408, 1.112719436014785, 1.493793187458311, 0.6512619785772509, 1.204130132404723, 1.083953496986739, 1.0323625878328684]",3228,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",577.370715915,10000
28,0.0321,29.936705589294434,4.917279432,[0.14473799835602671],[0.7018572620512977],1698261103.7553487,60000,[2000],2,1,{'runtime': 28},26.959518168,2000,1,[0.7],[0.6916738640554178],14,[1.383157229407187],5586,['tanh'],22.042186696,10000
29,0.0266,75.30550193786621,9.204463165,"[0.19742691767347997, 0.04229569816156267]","[1.4520892194941322, 1.4769246395211129]",1698261070.181692,60000,"[2000, 2000]",2,2,{'runtime': 74},71.14901908,4000,1,"[0.7, 0.7]","[0.5501353682446014, 1.1225015992868057]",14,"[1.409621808477176, 1.2976560825559966]",2413,"['tanh', 'tanh']",61.944505645,10000
30,0.0298,122.97886681556702,12.74141871,"[0.059310375178026176, 0.1819838116967522, 0.05167381198709719]","[0.540238269439011, 0.5738323419741603, 1.376481411043193]",1698260990.8923898,60000,"[2000, 2000, 2000]",2,3,{'runtime': 121},117.879921526,6000,1,"[0.7, 0.7, 0.7]","[0.8957433296834246, 0.5966443423434176, 1.334497562606925]",14,"[1.2841883544269468, 1.012988951207393, 0.5788999164261296]",2395,"['tanh', 'tanh', 'tanh']",105.138450486,10000
31,0.0312,180.85006403923035,16.04624483,"[0.12919400537350892, 0.013528918224289269, 0.1356608224506111, 0.07194581411433856]","[0.5906300990383965, 0.5058168144377561, 0.7231118777532707, 1.0513269516883352]",1698260863.161062,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.74420278,8000,1,"[0.7, 0.7, 0.7, 0.7]","[1.1247213241982013, 1.4825411295090318, 1.202565736836375, 0.8575778352263045]",14,"[1.3429876645453256, 0.7159426854326709, 1.4923449341310675, 1.4706068118895512]",1737,"['tanh', 'tanh', 'tanh', 'tanh']",158.69790938,10000
32,0.0259,248.8980882167816,20.042526857,"[0.021619034341011832, 0.03027943750396808, 0.06010737514667824, 0.18373034491815696, 0.04806134536044167]","[0.9114801663578936, 1.1587745832634089, 1.41181705848743, 1.182074429151105, 1.0350866415026443]",1698260678.9394672,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.511079185,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.5831567639979097, 0.5136143080898414, 0.7611188616412116, 1.2579149940242702, 0.7601624100836647]",14,"[1.3213635808532604, 0.7082810261092448, 1.4256478810145048, 1.2740057618123448, 1.36594781836485]",4981,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.468502238,10000
33,0.0281,332.4546391963959,24.69678599,"[0.11829917762912624, 0.027725385720870094, 0.04353554701703562, 0.1918012071083588, 0.04765930041837058, 0.0788629098634724]","[0.723446538586315, 1.4771175155652898, 1.106442865373359, 1.3939334410172757, 0.6604958827002322, 0.6314493126543808]",1698260426.449217,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 331},324.311100303,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.6274017246839102, 1.36565998200839, 1.2080655803120075, 1.0283249420722052, 0.9448550442729704, 0.8599464470048415]",14,"[1.111643409864437, 0.9429045093911684, 0.6206371753690436, 0.5570108155255824, 0.6917393397650413, 0.8990330871683794]",3477,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",299.614257363,10000
34,0.0323,420.726039648056,28.057977558,"[0.02510391148169888, 0.07863533702889688, 0.14815319580911568, 0.17901454213390933, 0.1405789522491356, 0.1028580758100278, 0.15917244406631811]","[0.9313467472581372, 1.137288694168523, 1.1130166847059648, 1.0847654756097818, 1.359047252091255, 1.445887652044694, 1.2153912156778155]",1698260091.0496895,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.621071409,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.3412412031683123, 1.139960937763887, 0.5805041352954637, 0.9404809398895247, 0.5850121267510235, 0.8553858702736212, 1.4920811232217663]",14,"[1.17766023539841, 0.5974940341345691, 0.9873614534471608, 1.16858645575163, 0.7236932753655914, 0.8759369464128071, 0.9952181125944184]",8907,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.563053331,10000
35,0.0312,519.4492244720459,32.251332768,"[0.060707034373641285, 0.0509958586848316, 0.17839361798170542, 0.05461711926583316, 0.02751655935355551, 0.08989452167009497, 0.1408028968093831, 0.110396399727411]","[1.3250853551782773, 0.5430286015806056, 0.6369886792516873, 1.142683099701532, 1.0112304474221885, 0.8439605863321427, 1.3543617981488212, 1.3107436761739295]",1698259666.8751636,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.460612258,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.1230870785543874, 1.2049766473984307, 0.946047429745666, 0.7449063211545841, 0.7882640810787614, 1.4185438860229818, 1.1781711000923387, 1.3391390485208108]",14,"[0.5305087128131061, 1.4298853965384215, 1.4029097085389028, 0.7494322454411304, 0.989343798616234, 0.544731789061322, 0.6605489617200279, 1.3145307750943591]",4478,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.20923058,10000
36,0.0328,624.1953980922699,35.647311451,"[0.053035143665286104, 0.1853293903516051, 0.19421764213895115, 0.0972782514610511, 0.12803003615253628, 0.0750226733120744, 0.141511554026453, 0.06980679167716146, 0.03180409225743251]","[0.660237752595873, 1.1386237116495883, 1.1363128073738575, 0.7779367810966109, 1.1193422308270695, 0.8808463723722134, 0.9299066097883076, 0.5413206524444761, 0.7043973047774376]",1698259143.312962,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 623},613.017880656,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.7736388309176936, 1.2371266077138403, 1.192464601914851, 0.8886179580381468, 0.7488179646709949, 0.5426379095171947, 0.9542231840437272, 1.3736781117500214, 1.4379511662583917]",14,"[1.1834041247208051, 0.9749222899207916, 1.3056516914709126, 0.9487040834517012, 1.2222354169904903, 0.8394925869257097, 0.9506737200400178, 0.8737616810106174, 0.9899155637875398]",5595,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",577.370516645,10000
37,0.034,29.605956315994263,4.795921955,[0.04758537199142353],[1.446206350841305],1698258515.7322762,60000,[2000],2,1,{'runtime': 28},26.588536458,2000,1,[0.7],[0.6876279624440007],14,[1.1256943870775022],7228,['tanh'],21.792562543,10000
38,0.0339,75.67594242095947,9.236562868,"[0.1719769328530458, 0.1206515135247227]","[0.8892683997562622, 1.2774360492249506]",1698258482.8546374,60000,"[2000, 2000]",2,2,{'runtime': 74},71.474724637,4000,1,"[0.7, 0.7]","[1.4431346567036398, 1.400532999012588]",14,"[0.934956283652579, 1.4283272731102024]",1346,"['tanh', 'tanh']",62.238113119,10000
39,0.0303,123.5079300403595,12.785835241,"[0.07362843685411981, 0.14945777946810612, 0.032000301337424084]","[1.0053954588719876, 0.6493642058068817, 1.173378607985884]",1698258403.740189,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.48873522,6000,1,"[0.7, 0.7, 0.7]","[1.1727475533842266, 1.242253795960004, 0.7896765153043825]",14,"[0.7243442507560889, 0.9857723960799072, 1.098786366706527]",6500,"['tanh', 'tanh', 'tanh']",105.702849029,10000
40,0.0313,180.3495717048645,16.115015137,"[0.020979662280997263, 0.045109274676878905, 0.016823556456358982, 0.05756160786506017]","[1.0484543694026929, 1.3521452163638803, 0.5188989457827464, 0.9345897207779252]",1698258276.5648627,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.359123544,8000,1,"[0.7, 0.7, 0.7, 0.7]","[1.1694544872854955, 0.7003727134212561, 1.482625663183457, 1.0181152369958708]",14,"[0.9270809509440808, 1.471680672870161, 1.2956182323565013, 1.1458707766721326]",6853,"['tanh', 'tanh', 'tanh', 'tanh']",158.244059877,10000
41,0.0307,248.25303769111633,20.03052995,"[0.06557600176198901, 0.166884927602663, 0.1572379965899463, 0.16206460935221034, 0.02812926474152331]","[1.3534826373419784, 1.0665386907669874, 0.9055140855126134, 0.6664016896714459, 1.4578774048942489]",1698258092.5512767,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.140733976,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[1.1183828292070548, 1.1558868537433582, 1.431415752386349, 0.5696353081273715, 1.316376115811917]",14,"[0.7647810245617451, 0.5072120863893712, 0.7157519451853359, 1.4570858896820869, 0.8508301825715973]",2292,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.110160266,10000
42,0.0307,331.81243538856506,24.729213523,"[0.15365933196513912, 0.07750474605449552, 0.1285358523582808, 0.06230405674193008, 0.10005190912168606, 0.04289443800031028]","[1.4394259527689297, 1.460425312711055, 1.1731713161632509, 0.9456799418309656, 0.6934602243909391, 1.4087732783210498]",1698257841.1427584,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 330},323.763688617,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.3333032736790091, 0.673585422634397, 0.8752255499214601, 0.6678784784177322, 0.74657038146485, 1.3696027808192563]",14,"[1.3483476524903462, 1.190650474660769, 1.0599279792858831, 0.5012531891317185, 0.6287729586557397, 0.5690823875166794]",9188,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",299.034433344,10000
43,0.0298,420.2001419067383,27.988209661,"[0.11201485301418362, 0.06584565445869513, 0.05617358444369061, 0.061179302044800245, 0.14813720355622056, 0.12743059012472058, 0.17478785530692606]","[1.452752305087773, 1.468644304876026, 1.0954721608675426, 1.387006533790092, 0.5517113015295317, 0.7225559736156537, 0.8917886681232691]",1698257505.665004,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 418},410.931589231,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.9109228254791224, 1.347418271117116, 1.132358335140944, 1.4975665600207098, 0.7031384889191556, 0.9611019114291752, 0.9765067800127446]",14,"[0.9783997565893232, 1.428918876961767, 0.5050560631429072, 1.4867774176352389, 0.9750871250517724, 1.003450329841045, 1.1685909218769228]",9240,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",382.94332868,10000
44,0.029,518.7634508609772,32.075860212,"[0.1295002921110069, 0.08501010838456617, 0.17800987061853432, 0.19333258092030112, 0.1710187573837335, 0.1599691417459904, 0.029964447536855676, 0.19552262322543143]","[0.9407279723828276, 0.7128659858655999, 0.5351969364102794, 0.7580119211804744, 1.0675199610057542, 0.9046692328669692, 1.184226555071385, 1.494959091728573]",1698257082.2482278,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 517},508.701079143,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.7525432583276777, 1.2697411748788798, 1.2311828403675935, 1.4197227915608672, 1.190212587546441, 1.493669288862617, 1.205664721156298, 1.2072491085521295]",14,"[1.143080620971336, 0.5118898687050806, 1.373408361486094, 1.17012540338501, 1.28720261339222, 0.9742818701404238, 1.3375206544376272, 0.574842397299842]",5392,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",476.625170651,10000
45,0.0327,624.0678408145905,35.690356992,"[0.17048139440979593, 0.048696547302023184, 0.04829365350841568, 0.07769101556201127, 0.04900475846992298, 0.18948429217412613, 0.18243825530746752, 0.07075538636299795, 0.0837386422454781]","[0.9335348908027356, 0.7712721193959589, 1.4785966643608597, 1.005876151197583, 0.7528736323730872, 0.8622188100559351, 1.4560486539640156, 0.7166606815738749, 0.5084787875463835]",1698256559.325667,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.956893318,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.0003701482483067, 0.680749804920285, 0.8083121524871236, 0.7147781044867245, 0.6796746633366217, 0.6146634943105506, 0.7008478017251347, 1.3533624421566572, 1.3860351669256197]",14,"[1.259562552737492, 0.6516215251783449, 1.2734524330910235, 1.3818479450285155, 0.7014744323508532, 0.9874214923978256, 0.9066506884997548, 1.4989119324112838, 1.3790212396953194]",4116,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",577.266484676,10000
46,0.0329,29.464276552200317,4.775422319,[0.10749617496966148],[0.9114091349595256],1698255931.9007237,60000,[2000],2,1,{'runtime': 28},26.547410346,2000,1,[0.7],[0.837302290201331],14,[0.7517244721182568],7643,['tanh'],21.771938617,10000
47,0.0275,75.92702198028564,9.157925624,"[0.09736639217636188, 0.12701643085851966]","[0.9915224111379328, 1.0342986280823756]",1698255898.464545,60000,"[2000, 2000]",2,2,{'runtime': 74},71.869500302,4000,1,"[0.7, 0.7]","[0.589353635616035, 1.3035975888239235]",14,"[1.349190022687809, 0.8478458525841076]",1211,"['tanh', 'tanh']",62.711515748,10000
48,0.0307,123.89848399162292,12.726962392,"[0.1965465379880433, 0.1213998490148322, 0.13567943634643917]","[1.3635686552078956, 0.9310033091842828, 1.1264305636135072]",1698255818.427086,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.8023687,6000,1,"[0.7, 0.7, 0.7]","[1.4130638937459243, 0.572436452286195, 0.5239004419747632]",14,"[0.9025107790678332, 1.086362223831899, 0.506688558912371]",2801,"['tanh', 'tanh', 'tanh']",106.075354998,10000
49,0.0286,180.651971578598,16.19798716,"[0.0857794651593169, 0.040953006561792786, 0.08122517276670055, 0.048199732981325134]","[0.575582912077562, 0.576578455680025, 0.9146930132305096, 1.3024016163248875]",1698255691.0043757,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.422714321,8000,1,"[0.7, 0.7, 0.7, 0.7]","[0.6990788435596053, 1.0069746762036846, 1.263954649030918, 0.5804883399748954]",14,"[1.0527070845691129, 0.7977726413036349, 0.7808504751390696, 0.8090820634156651]",3558,"['tanh', 'tanh', 'tanh', 'tanh']",158.224678651,10000
50,0.0271,248.9138298034668,20.178313611,"[0.03944943790692779, 0.14026075125313098, 0.09994410084222488, 0.1154100711595524, 0.13583948465333773]","[1.4551210872601543, 1.0609915215213368, 1.389943406620409, 0.9146346148303378, 1.4397348134828198]",1698255506.1347988,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.827526625,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.8170178786464424, 0.5108124605321904, 0.6643242550794048, 0.6769021268496934, 0.8214219101507252]",14,"[0.9951109023824698, 0.9726540055365, 0.6348927884867575, 0.7812046830679762, 0.7089644016046754]",8168,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.649164024,10000
51,0.0306,331.59585905075073,24.666093395,"[0.0113699243861649, 0.013187850234897424, 0.030114565683652117, 0.11146087241719746, 0.13721904554157255, 0.034115813284458514]","[0.9284253571650538, 1.179823510992292, 0.6780833780980902, 1.4738536884797768, 0.8249426693456061, 1.177570420044756]",1698255253.743758,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 330},323.519432563,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.2716907768615426, 0.8678478425818749, 1.1422703639636755, 0.9764776700114668, 0.6545189490120142, 0.6267995031647117]",14,"[0.6875852712973225, 0.955068284699265, 1.498847586611992, 0.6164263901029156, 0.755865722072272, 1.3088630926266296]",9426,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",298.853289978,10000
52,0.0298,420.5723342895508,28.042466592,"[0.1287194270370361, 0.10557226534282882, 0.16776474011548168, 0.19918240280441704, 0.19354422571436897, 0.11103589442602732, 0.04286689668457761]","[1.117517964555443, 0.9043840159984372, 0.925481104660785, 1.131398092148507, 1.4377500414038034, 0.9061701497681388, 0.6823549202128607]",1698254919.0103214,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.407854161,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.6281470653693074, 0.7809976725891513, 1.450653496596427, 0.6485203412875966, 1.3174521322815154, 1.420473330393952, 0.8582594734117851]",14,"[1.0882573985052737, 1.03249695838797, 1.1426797407148164, 1.0866208772662915, 1.395972711151212, 0.5273591506704298, 0.5946681619728583]",9397,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.365336669,10000
53,0.0327,519.434362411499,32.18955117,"[0.10035759968041004, 0.14622085056553272, 0.030400302894766126, 0.06709888865010524, 0.013589730596401414, 0.13675062364369073, 0.191295442275653, 0.12013948193777606]","[1.377467645681772, 0.8297186300295616, 0.724101138796103, 1.2549536118925624, 1.2060289029398443, 1.1503636234187575, 1.3921627720040983, 1.4186361428936052]",1698254494.9315784,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.347490749,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.2900493426694353, 0.8532614200882643, 0.9630554117521046, 0.7406612012956995, 1.305645413038996, 1.4528844707666009, 1.2259433076326745, 0.50100368112738]",14,"[1.327219145282361, 0.6845730761218327, 0.8222585470191324, 0.6412035408732208, 1.242863297787622, 0.5344390422157554, 0.8506324002952487, 1.1965311271895982]",2215,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.157891509,10000
54,0.0346,623.4460937976837,35.627684625,"[0.04440913947878688, 0.1047869059119949, 0.1163643012333599, 0.06666958508477909, 0.13112257663675883, 0.1211264653008096, 0.0350912607918481, 0.05734864590377374, 0.1799657458573284]","[1.3168283497885156, 1.2414388274801211, 1.4921205775613964, 1.192237868610957, 1.3088076343553394, 1.411031563960404, 1.2614742272434707, 0.9455061658087696, 1.259999793885493]",1698253971.9249878,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.461502872,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.3157556103906989, 1.1578887838199083, 0.8654258432181143, 1.0502906256449511, 0.8946580644328244, 0.986250468915665, 0.6560760058282173, 1.2537497747155553, 1.169545120317676]",14,"[0.9708835369356368, 1.4944258879900472, 0.6006141161904296, 1.347711835844721, 1.1208426763372166, 1.031266942737302, 0.6896446464170437, 0.9190452764791752, 0.8230992503629716]",5493,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",576.833775717,10000
55,0.0368,29.612795114517212,4.950255756,[0.045227928836633055],[0.91209799195748],1698253344.2106512,60000,[2000],2,1,{'runtime': 28},26.619625243,2000,1,[0.7],[1.4474585459616396],14,[1.0465310551863332],8653,['tanh'],21.669317517,10000
56,0.0328,75.55636477470398,9.207002284,"[0.01305658642436634, 0.1583824384244617]","[0.7908005167567171, 0.8120673706291697]",1698253310.2342558,60000,"[2000, 2000]",2,2,{'runtime': 74},71.542400164,4000,1,"[0.7, 0.7]","[1.412523818760012, 0.5674167749955795]",14,"[0.8697065152155921, 1.0402719091648458]",3342,"['tanh', 'tanh']",62.33534895,10000
57,0.0278,123.71455192565918,12.723434283,"[0.10147542342735848, 0.18437533844238524, 0.10472237748444968]","[0.5142764686367461, 0.9544709510153898, 1.2729006145853927]",1698253230.365082,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.629401193,6000,1,"[0.7, 0.7, 0.7]","[0.7169836424781391, 0.7894407743241448, 0.7355270605848429]",14,"[1.4582714683515303, 0.8765432513359038, 1.1498186794238134]",3773,"['tanh', 'tanh', 'tanh']",105.9059139,10000
58,0.0286,181.24630689620972,16.2008203,"[0.030651451739902427, 0.11974354108170134, 0.07448376288502917, 0.014154930349514795]","[0.9905076429372563, 0.8219985420760645, 1.2371365494803932, 1.3724554779759728]",1698253102.852002,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 180},175.16305009,8000,1,"[0.7, 0.7, 0.7, 0.7]","[0.5366813035938082, 0.9283984040269124, 0.6681438905334669, 0.7794009164794772]",14,"[0.820712560432895, 1.1864338671942047, 0.9240748396111688, 1.2270588889171496]",4473,"['tanh', 'tanh', 'tanh', 'tanh']",158.962181,10000
59,0.0296,248.2792546749115,20.000277416,"[0.11545150593581366, 0.05091622413706685, 0.05473050938325812, 0.15163165612470603, 0.13441062839360193]","[1.292779655548368, 0.9401014902515242, 1.480744381606069, 1.1640054889789877, 1.394175929148003]",1698252918.0237668,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.167501021,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[1.2882170554385723, 0.5976725920353433, 0.6238110109970136, 1.029080578172202, 1.387281243875028]",14,"[0.6042268176215662, 1.083497279105634, 1.033150921587978, 0.894849909305242, 0.986108919558978]",247,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.167175775,10000
60,0.0327,333.0941822528839,24.674168654,"[0.1829361332877596, 0.07930428770596813, 0.1880148876122084, 0.02087802552689787, 0.037053236491091913, 0.17807679674165544]","[1.261073763152468, 1.2275210581779743, 1.244500753960085, 0.5189523658650824, 0.942451209231703, 0.8530223463635797]",1698252665.4945412,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 331},324.919102027,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.46237270510317, 1.0739690167416058, 0.6136677026137429, 1.3526202659556077, 0.609706008138807, 0.8146421898859518]",14,"[1.0620317150070082, 0.7457751264413337, 1.163915691886193, 0.5303515256016897, 1.3159674743038725, 0.5531628708117691]",906,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",300.244882663,10000
61,0.0312,420.99085760116577,28.022426356,"[0.11737430875733752, 0.1986445222196088, 0.09775763126645454, 0.15793094023574034, 0.1962630425924136, 0.14177737824664913, 0.14853722349226395]","[1.4737173299663358, 1.0521675808971305, 1.2200128343933776, 1.1341011209600764, 0.8473010566615714, 1.308123930419944, 0.7828264904473847]",1698252328.640267,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.766555682,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.9688646082156366, 1.1854399998070972, 1.0659826094663751, 0.5856030653116434, 1.0691966845675784, 0.686881068982447, 0.6131376720411758]",14,"[1.1920233489955336, 1.264907959107917, 0.6716562653641529, 1.0362088194610364, 0.7504562668228679, 1.275770054226164, 1.0851417183905792]",3924,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.744076996,10000
